Event#, e_p, pi+_p, pi-_p, Q2, W, MX, xF1, xF2, y, x, z, Mh, phperp, phiH, phiR, theta
1464786, 3.55, 2.02, 1.43, 3.10, 3.32, 2.22, 0.16, 0.16, 0.67, 0.23, 0.49, 0.82, 0.38, 4.40, 5.54, 1.39
1466400, 2.87, 2.48, 1.73, 1.74, 3.69, 2.24, 0.23, 0.23, 0.73, 0.12, 0.55, 0.96, 0.67, 5.27, 0.82, 1.38
1468110, 4.29, 1.37, 3.16, 3.50, 3.04, 1.71, 0.13, 0.13, 0.60, 0.30, 0.72, 0.70, 0.12, 0.40, 0.64, 2.02
1469008, 4.05, 1.77, 2.10, 1.88, 3.36, 2.09, 0.15, 0.15, 0.62, 0.15, 0.59, 0.97, 0.17, 1.26, 0.29, 1.66
1469342, 2.17, 1.30, 3.80, 2.74, 3.74, 2.32, 0.08, 0.08, 0.80, 0.17, 0.61, 0.92, 0.19, 4.72, 0.92, 2.12
1469394, 2.80, 2.68, 1.34, 2.13, 3.66, 2.34, 0.28, 0.28, 0.74, 0.15, 0.52, 0.57, 0.75, 2.17, 6.08, 1.17
1474739, 4.20, 1.35, 2.58, 2.53, 3.22, 1.79, 0.15, 0.15, 0.60, 0.21, 0.62, 0.31, 0.85, 2.24, 4.54, 2.31
1475870, 2.68, 1.64, 1.55, 1.28, 3.81, 2.76, 0.15, 0.15, 0.75, 0.09, 0.40, 0.90, 0.24, 5.03, 1.48, 1.54
1479016, 3.93, 1.44, 1.40, 1.41, 3.46, 2.49, 0.16, 0.16, 0.63, 0.11, 0.43, 0.66, 0.41, 5.61, 1.44, 1.56
1480343, 3.88, 1.57, 1.37, 2.28, 3.35, 2.38, 0.17, 0.17, 0.63, 0.18, 0.44, 0.68, 0.38, 3.99, 6.04, 1.49
1487618, 2.63, 1.40, 2.02, 2.73, 3.62, 2.48, 0.09, 0.09, 0.75, 0.18, 0.43, 0.30, 0.81, 3.64, 4.02, 2.09
1492766, 4.67, 1.88, 1.48, 4.51, 2.74, 1.77, 0.23, 0.23, 0.56, 0.40, 0.57, 0.28, 0.50, 2.63, 2.58, 0.90
1493314, 3.02, 1.98, 1.61, 3.67, 3.38, 2.43, 0.22, 0.22, 0.72, 0.26, 0.47, 0.46, 0.34, 2.96, 0.88, 1.44
1497930, 2.34, 1.99, 3.56, 6.62, 3.13, 1.73, 0.14, 0.14, 0.78, 0.43, 0.67, 0.95, 0.33, 3.76, 5.78, 1.88
1498806, 2.78, 1.93, 1.27, 3.02, 3.54, 2.45, 0.10, 0.10, 0.74, 0.21, 0.41, 0.95, 0.36, 1.48, 0.39, 1.34
1499401, 4.78, 2.32, 1.31, 4.33, 2.74, 1.59, 0.34, 0.34, 0.55, 0.40, 0.63, 0.67, 0.49, 2.53, 5.23, 1.25
1501452, 3.19, 2.26, 2.35, 3.06, 3.43, 1.87, 0.23, 0.23, 0.70, 0.22, 0.62, 0.59, 0.85, 2.76, 4.86, 1.59
1501789, 3.27, 2.55, 1.76, 2.31, 3.51, 2.04, 0.29, 0.29, 0.69, 0.17, 0.59, 0.44, 0.84, 2.51, 6.11, 1.33
1503731, 2.47, 1.50, 2.39, 3.17, 3.60, 2.39, 0.15, 0.15, 0.77, 0.21, 0.48, 0.79, 0.57, 4.07, 1.34, 1.82
1508861, 5.98, 1.29, 1.67, 1.89, 2.77, 1.61, 0.14, 0.14, 0.44, 0.22, 0.64, 0.75, 0.44, 0.42, 5.18, 1.71
1510211, 2.96, 4.19, 1.61, 2.04, 3.63, 1.68, 0.42, 0.42, 0.72, 0.14, 0.76, 0.99, 0.69, 3.89, 5.13, 1.08
1512260, 3.19, 1.73, 1.48, 4.90, 3.15, 2.23, 0.19, 0.19, 0.70, 0.35, 0.43, 0.66, 0.36, 2.12, 4.66, 1.48
1515598, 4.22, 1.76, 1.56, 3.89, 3.00, 1.94, 0.17, 0.17, 0.60, 0.32, 0.52, 0.68, 0.48, 3.45, 1.90, 1.50
1516436, 2.39, 2.22, 3.56, 5.65, 3.26, 1.75, 0.23, 0.23, 0.77, 0.37, 0.70, 0.35, 0.62, 3.48, 5.65, 1.96
1518127, 2.41, 2.20, 2.28, 1.80, 3.80, 2.50, 0.24, 0.24, 0.77, 0.12, 0.55, 0.42, 0.57, 2.54, 4.94, 1.59
1518963, 2.54, 1.63, 3.18, 7.88, 2.85, 1.53, 0.14, 0.14, 0.76, 0.52, 0.60, 0.82, 0.67, 3.55, 1.04, 1.93
1521679, 4.28, 1.98, 1.63, 3.03, 3.12, 1.91, 0.25, 0.25, 0.60, 0.26, 0.57, 0.92, 0.39, 2.68, 5.25, 1.47
1528172, 4.89, 1.35, 2.40, 1.69, 3.15, 1.58, 0.18, 0.18, 0.54, 0.16, 0.66, 0.41, 0.93, 1.88, 4.28, 1.96
1528197, 4.37, 2.36, 1.57, 2.63, 3.15, 1.91, 0.29, 0.29, 0.59, 0.22, 0.63, 0.73, 0.33, 4.47, 5.91, 1.35
1530883, 2.39, 1.35, 2.06, 3.08, 3.63, 2.58, 0.10, 0.10, 0.77, 0.20, 0.42, 0.84, 0.36, 3.08, 0.56, 1.80
1532801, 3.22, 1.74, 1.61, 2.05, 3.56, 2.52, 0.12, 0.12, 0.70, 0.15, 0.46, 0.82, 0.20, 6.28, 0.29, 1.53
1533285, 4.43, 1.36, 1.25, 3.51, 2.99, 2.07, 0.12, 0.12, 0.58, 0.30, 0.43, 0.65, 0.47, 2.12, 3.85, 1.52
1537825, 2.75, 1.52, 3.19, 2.02, 3.69, 2.19, 0.06, 0.06, 0.74, 0.14, 0.60, 1.09, 0.42, 3.37, 1.79, 1.96
1538184, 3.52, 2.36, 1.27, 2.56, 3.41, 2.32, 0.28, 0.28, 0.67, 0.19, 0.51, 0.38, 0.53, 3.60, 1.16, 1.12
1538924, 4.93, 1.56, 2.18, 3.10, 2.90, 1.59, 0.09, 0.09, 0.54, 0.29, 0.66, 0.89, 0.49, 2.46, 1.42, 1.75
1539496, 2.15, 2.73, 1.43, 1.41, 3.91, 2.69, 0.28, 0.28, 0.80, 0.09, 0.49, 0.48, 0.58, 2.78, 0.49, 1.18
1540244, 3.57, 1.31, 1.41, 1.95, 3.48, 2.18, 0.01, 0.01, 0.66, 0.15, 0.39, 0.77, 0.84, 3.95, 5.52, 1.61
1541372, 3.21, 1.78, 3.19, 2.85, 3.45, 1.96, 0.18, 0.18, 0.70, 0.21, 0.67, 0.90, 0.34, 4.33, 1.66, 1.88
1542867, 3.39, 1.98, 1.63, 4.26, 3.19, 2.23, 0.24, 0.24, 0.68, 0.32, 0.50, 0.44, 0.36, 3.00, 0.01, 1.45
1547287, 3.01, 3.44, 2.53, 2.00, 3.62, 1.73, 0.35, 0.35, 0.72, 0.14, 0.79, 1.06, 0.32, 4.83, 5.89, 1.41
1547506, 3.25, 3.51, 1.65, 2.14, 3.54, 1.80, 0.37, 0.37, 0.69, 0.16, 0.70, 1.25, 0.48, 3.15, 4.79, 1.18
1548108, 3.69, 2.00, 1.59, 3.11, 3.28, 1.92, 0.21, 0.21, 0.65, 0.24, 0.52, 0.50, 0.90, 4.12, 1.74, 1.43
1548561, 2.51, 2.96, 1.46, 2.19, 3.73, 2.29, 0.25, 0.25, 0.76, 0.14, 0.55, 0.61, 0.80, 2.92, 1.56, 1.18
1551083, 3.12, 1.66, 1.79, 4.08, 3.29, 2.33, 0.16, 0.16, 0.71, 0.29, 0.46, 0.70, 0.25, 0.94, 5.09, 1.61
1551610, 2.74, 2.67, 2.68, 2.94, 3.56, 2.07, 0.31, 0.31, 0.74, 0.20, 0.68, 0.52, 0.36, 3.24, 0.70, 1.57
1551786, 3.10, 2.72, 1.86, 4.95, 3.16, 1.81, 0.26, 0.26, 0.71, 0.35, 0.61, 1.13, 0.29, 2.55, 4.63, 1.37
1551786, 3.10, 1.31, 1.86, 4.95, 3.16, 2.07, 0.12, 0.12, 0.71, 0.35, 0.42, 0.46, 0.77, 1.84, 4.32, 1.79
1553491, 3.96, 2.52, 2.16, 1.88, 3.38, 1.57, 0.23, 0.23, 0.63, 0.15, 0.71, 0.96, 0.86, 3.11, 1.59, 1.49
1558939, 3.40, 3.92, 2.14, 1.61, 3.58, 1.55, 0.46, 0.46, 0.68, 0.12, 0.84, 1.10, 0.25, 6.02, 1.51, 1.26
1558976, 4.99, 1.81, 1.28, 4.93, 2.55, 1.70, 0.20, 0.20, 0.53, 0.47, 0.55, 0.54, 0.26, 1.01, 0.67, 1.37
1559000, 3.00, 3.83, 2.51, 1.93, 3.64, 1.53, 0.44, 0.44, 0.72, 0.14, 0.83, 1.12, 0.48, 2.74, 0.44, 1.35
1563294, 3.23, 1.64, 1.41, 2.30, 3.52, 2.28, 0.14, 0.14, 0.70, 0.17, 0.42, 0.42, 0.92, 3.20, 5.78, 1.47
1563889, 2.67, 1.65, 2.10, 2.80, 3.60, 2.21, 0.12, 0.12, 0.75, 0.19, 0.47, 1.23, 0.47, 3.61, 0.82, 1.70
1566603, 2.56, 2.10, 3.06, 5.96, 3.16, 1.80, 0.22, 0.22, 0.76, 0.40, 0.64, 0.42, 0.66, 1.99, 4.35, 1.82
1567396, 3.40, 1.45, 2.71, 1.42, 3.60, 2.33, 0.16, 0.16, 0.68, 0.10, 0.58, 0.68, 0.33, 2.95, 0.74, 1.91
1568791, 3.15, 2.15, 2.07, 2.82, 3.47, 1.96, 0.19, 0.19, 0.70, 0.20, 0.57, 0.45, 0.96, 3.00, 1.06, 1.54
1569320, 2.38, 1.39, 1.51, 3.46, 3.59, 2.68, 0.10, 0.10, 0.78, 0.22, 0.35, 0.68, 0.42, 2.37, 4.36, 1.62
1571941, 2.54, 2.30, 3.27, 1.99, 3.74, 1.90, 0.22, 0.22, 0.76, 0.13, 0.69, 1.21, 0.62, 3.40, 5.89, 1.75
1574403, 3.47, 1.81, 1.62, 1.46, 3.58, 2.26, 0.19, 0.19, 0.67, 0.11, 0.48, 0.97, 0.62, 3.09, 5.44, 1.51
1575139, 2.96, 1.49, 2.04, 4.07, 3.34, 2.18, 0.11, 0.11, 0.72, 0.28, 0.46, 0.94, 0.46, 3.41, 1.08, 1.74
1585962, 5.40, 1.52, 1.26, 2.48, 2.86, 1.55, 0.01, 0.01, 0.49, 0.25, 0.54, 1.15, 0.47, 2.98, 1.73, 1.47
1586289, 4.20, 1.37, 2.02, 3.73, 3.03, 2.00, 0.09, 0.09, 0.60, 0.31, 0.53, 0.69, 0.34, 2.00, 0.96, 1.78
1586507, 2.13, 2.60, 1.83, 2.04, 3.84, 2.42, 0.20, 0.20, 0.80, 0.13, 0.52, 1.16, 0.42, 3.76, 2.11, 1.38
1589897, 2.39, 1.35, 3.50, 5.71, 3.25, 2.13, 0.12, 0.12, 0.77, 0.37, 0.59, 0.45, 0.23, 3.41, 4.84, 2.17
1591284, 3.74, 1.31, 1.51, 2.76, 3.32, 2.35, 0.12, 0.12, 0.65, 0.21, 0.41, 0.82, 0.30, 5.42, 1.48, 1.65
1594130, 4.10, 1.40, 1.49, 6.94, 2.48, 1.79, 0.10, 0.10, 0.61, 0.57, 0.45, 0.54, 0.13, 4.75, 5.04, 1.60
1594513, 4.20, 2.24, 1.83, 1.84, 3.32, 2.02, 0.27, 0.27, 0.60, 0.15, 0.64, 0.80, 0.21, 0.47, 5.33, 1.46
1597040, 3.19, 1.33, 2.23, 1.76, 3.61, 2.37, 0.11, 0.11, 0.70, 0.13, 0.48, 0.65, 0.71, 1.21, 5.64, 1.86
1598746, 3.97, 2.98, 1.43, 3.79, 3.09, 1.84, 0.37, 0.37, 0.63, 0.30, 0.67, 0.76, 0.11, 1.02, 0.61, 1.18
1598957, 4.13, 2.02, 2.39, 1.52, 3.39, 1.90, 0.28, 0.28, 0.61, 0.13, 0.68, 0.72, 0.48, 4.86, 1.52, 1.66
1599644, 3.02, 1.86, 1.37, 1.96, 3.63, 2.51, 0.22, 0.22, 0.72, 0.14, 0.43, 0.59, 0.67, 4.44, 1.45, 1.40
1601915, 2.27, 1.54, 2.58, 2.93, 3.69, 2.31, 0.02, 0.02, 0.79, 0.19, 0.50, 0.93, 0.69, 1.27, 6.28, 1.84
1603239, 2.23, 2.79, 1.51, 7.90, 2.95, 1.70, 0.19, 0.19, 0.79, 0.50, 0.51, 0.33, 0.87, 4.17, 6.13, 0.95
1604058, 3.65, 1.40, 1.35, 1.82, 3.48, 2.44, 0.11, 0.11, 0.66, 0.14, 0.40, 0.28, 0.77, 3.54, 5.28, 1.44
1605771, 2.74, 1.69, 1.41, 1.54, 3.76, 2.62, 0.06, 0.06, 0.74, 0.10, 0.40, 1.08, 0.16, 2.17, 1.73, 1.47
1607433, 2.73, 1.30, 1.83, 2.97, 3.56, 2.43, 0.08, 0.08, 0.74, 0.20, 0.40, 1.03, 0.35, 2.21, 5.56, 1.75
1607643, 4.66, 3.13, 1.56, 1.85, 3.19, 1.59, 0.44, 0.44, 0.56, 0.17, 0.79, 0.97, 0.06, 0.15, 5.05, 1.21
1610897, 3.23, 1.54, 1.67, 4.59, 3.18, 2.24, 0.17, 0.17, 0.70, 0.33, 0.44, 0.48, 0.54, 3.23, 5.78, 1.62
1611465, 4.26, 1.86, 1.48, 2.61, 3.19, 1.75, 0.12, 0.12, 0.60, 0.22, 0.53, 0.96, 0.78, 0.35, 1.98, 1.45
1612421, 5.31, 1.47, 2.36, 3.50, 2.70, 1.52, 0.23, 0.23, 0.50, 0.35, 0.73, 0.57, 0.27, 4.64, 1.38, 1.84
1615903, 4.96, 2.26, 1.39, 2.52, 2.99, 1.65, 0.25, 0.25, 0.53, 0.24, 0.65, 1.18, 0.20, 6.25, 1.61, 1.31
1615903, 4.96, 1.59, 1.39, 2.52, 2.99, 1.90, 0.21, 0.21, 0.53, 0.24, 0.53, 0.90, 0.32, 4.57, 1.85, 1.50
1623977, 3.49, 1.56, 1.63, 2.27, 3.46, 2.46, 0.16, 0.16, 0.67, 0.17, 0.45, 0.78, 0.21, 2.26, 4.64, 1.60
1624281, 3.09, 2.65, 1.46, 3.06, 3.45, 2.18, 0.30, 0.30, 0.71, 0.22, 0.55, 1.02, 0.29, 5.24, 1.82, 1.26
1628073, 4.52, 1.56, 1.47, 4.07, 2.87, 1.86, 0.16, 0.16, 0.57, 0.36, 0.50, 0.28, 0.67, 3.39, 4.91, 1.40
1630112, 2.62, 2.56, 2.32, 5.79, 3.17, 1.59, 0.26, 0.26, 0.75, 0.39, 0.61, 0.74, 0.91, 1.17, 3.65, 1.52
1630895, 3.59, 2.00, 1.37, 2.09, 3.46, 2.15, 0.17, 0.17, 0.66, 0.16, 0.48, 0.65, 0.83, 0.14, 4.58, 1.36
1632626, 2.71, 2.61, 2.11, 2.90, 3.58, 2.12, 0.22, 0.22, 0.74, 0.20, 0.60, 0.80, 0.63, 4.01, 5.39, 1.46
1637013, 3.49, 1.83, 1.51, 2.30, 3.45, 2.43, 0.23, 0.23, 0.67, 0.17, 0.47, 0.43, 0.51, 1.69, 4.88, 1.44
1637013, 3.49, 1.76, 1.51, 2.30, 3.45, 2.45, 0.18, 0.18, 0.67, 0.17, 0.46, 0.73, 0.26, 2.67, 4.56, 1.49
1637049, 2.57, 3.63, 2.03, 5.62, 3.21, 1.72, 0.41, 0.41, 0.76, 0.37, 0.71, 0.69, 0.51, 1.88, 5.03, 1.25
1637622, 3.19, 1.75, 1.42, 2.77, 3.47, 2.58, 0.19, 0.19, 0.70, 0.20, 0.43, 0.58, 0.20, 2.96, 0.97, 1.45
1640230, 5.02, 1.33, 1.34, 3.05, 2.88, 1.89, 0.18, 0.18, 0.53, 0.29, 0.48, 0.42, 0.64, 2.80, 0.32, 1.57
1643399, 2.62, 1.26, 2.50, 2.09, 3.71, 2.49, 0.10, 0.10, 0.75, 0.14, 0.47, 0.64, 0.66, 1.46, 5.83, 1.95
1652614, 2.43, 1.37, 3.90, 2.02, 3.77, 2.22, 0.12, 0.12, 0.77, 0.13, 0.65, 0.57, 0.54, 2.66, 1.01, 2.16
1652764, 3.80, 2.03, 1.71, 2.19, 3.38, 2.07, 0.13, 0.13, 0.64, 0.17, 0.55, 1.20, 0.12, 6.18, 0.57, 1.48
1652908, 3.53, 2.39, 1.84, 1.50, 3.56, 2.12, 0.30, 0.30, 0.67, 0.11, 0.60, 0.64, 0.68, 1.91, 4.74, 1.42
1652969, 3.63, 1.95, 3.08, 4.18, 3.13, 1.61, 0.24, 0.24, 0.66, 0.32, 0.72, 0.50, 0.63, 4.17, 1.49, 1.84
1655874, 2.78, 1.56, 1.75, 2.66, 3.59, 2.54, 0.06, 0.06, 0.74, 0.18, 0.42, 0.95, 0.14, 0.10, 6.11, 1.63
1657594, 2.63, 1.55, 1.33, 2.19, 3.69, 2.55, 0.04, 0.04, 0.75, 0.15, 0.36, 0.57, 0.81, 2.69, 4.03, 1.48
1661576, 2.28, 2.46, 1.82, 1.59, 3.86, 2.38, 0.25, 0.25, 0.79, 0.10, 0.52, 0.75, 0.86, 3.00, 0.50, 1.41
1661655, 5.26, 1.53, 1.62, 2.35, 2.93, 1.92, 0.22, 0.22, 0.50, 0.23, 0.59, 0.50, 0.27, 4.28, 6.00, 1.61
1666734, 4.01, 2.69, 2.33, 2.49, 3.28, 1.54, 0.37, 0.37, 0.62, 0.20, 0.76, 0.87, 0.63, 4.26, 0.93, 1.49
1670677, 2.71, 1.56, 2.21, 1.87, 3.72, 2.48, 0.04, 0.04, 0.74, 0.13, 0.48, 1.08, 0.24, 2.53, 1.52, 1.76
1670677, 2.71, 1.53, 2.21, 1.87, 3.72, 2.57, 0.12, 0.12, 0.74, 0.13, 0.47, 0.76, 0.42, 5.25, 0.67, 1.77
1670767, 2.14, 1.48, 2.29, 4.13, 3.56, 2.21, 0.07, 0.07, 0.80, 0.26, 0.45, 1.20, 0.46, 1.71, 5.13, 1.80
1670898, 5.37, 1.75, 1.61, 2.05, 2.94, 1.70, 0.26, 0.26, 0.49, 0.21, 0.64, 0.74, 0.49, 3.55, 1.31, 1.53
1672849, 2.23, 1.57, 2.06, 5.36, 3.35, 2.41, 0.13, 0.13, 0.79, 0.34, 0.44, 0.53, 0.43, 3.08, 1.19, 1.73
1677304, 3.78, 1.25, 1.93, 2.00, 3.42, 2.32, 0.16, 0.16, 0.64, 0.16, 0.47, 0.56, 0.62, 4.76, 1.90, 1.82
1678605, 2.77, 2.12, 4.29, 2.95, 3.55, 1.55, 0.18, 0.18, 0.74, 0.20, 0.82, 0.96, 0.50, 2.31, 0.76, 1.93
1681649, 2.65, 2.01, 1.79, 1.89, 3.73, 2.61, 0.22, 0.22, 0.75, 0.13, 0.48, 0.63, 0.43, 3.04, 5.40, 1.51
1682677, 4.58, 1.39, 2.55, 1.56, 3.26, 1.66, 0.12, 0.12, 0.57, 0.14, 0.65, 1.19, 0.63, 0.01, 2.38, 1.89
1685109, 2.73, 3.09, 1.43, 2.40, 3.64, 1.96, 0.23, 0.23, 0.74, 0.16, 0.58, 0.52, 1.07, 3.25, 4.62, 1.12
1685109, 2.73, 3.01, 1.43, 2.40, 3.64, 2.31, 0.29, 0.29, 0.74, 0.16, 0.57, 0.90, 0.35, 0.90, 6.10, 1.18
1687811, 4.95, 1.68, 2.36, 2.90, 2.93, 1.58, 0.17, 0.17, 0.53, 0.27, 0.72, 0.62, 0.49, 2.71, 1.99, 1.76
1691608, 3.02, 1.56, 2.40, 6.12, 3.00, 2.00, 0.13, 0.13, 0.72, 0.43, 0.52, 0.67, 0.31, 3.56, 1.58, 1.81
1697910, 4.10, 1.28, 1.47, 3.06, 3.17, 2.22, 0.12, 0.12, 0.61, 0.25, 0.42, 0.37, 0.63, 2.91, 4.67, 1.67
1699086, 3.91, 2.02, 2.11, 2.31, 3.34, 2.07, 0.24, 0.24, 0.63, 0.18, 0.62, 0.53, 0.42, 3.93, 5.61, 1.60
1702385, 2.51, 1.36, 2.62, 1.56, 3.81, 2.50, 0.04, 0.04, 0.76, 0.10, 0.49, 0.95, 0.51, 3.92, 5.33, 1.92
1702865, 2.37, 2.66, 1.48, 2.15, 3.77, 2.47, 0.29, 0.29, 0.78, 0.14, 0.50, 0.62, 0.68, 4.33, 1.23, 1.24
1705598, 3.33, 1.61, 1.84, 2.71, 3.44, 2.31, 0.15, 0.15, 0.69, 0.20, 0.48, 0.81, 0.47, 2.75, 0.71, 1.64
1705741, 3.34, 1.62, 3.33, 2.23, 3.50, 1.92, 0.14, 0.14, 0.68, 0.16, 0.68, 0.45, 0.67, 3.40, 3.34, 2.03
1705820, 3.31, 2.23, 1.29, 2.22, 3.51, 2.04, 0.19, 0.19, 0.69, 0.16, 0.49, 0.47, 1.04, 3.32, 5.65, 1.23
1707303, 4.65, 2.80, 1.53, 3.31, 2.96, 1.59, 0.39, 0.39, 0.56, 0.30, 0.73, 0.94, 0.18, 2.17, 4.78, 1.25
1708040, 3.90, 1.90, 1.49, 4.39, 3.01, 1.64, 0.07, 0.07, 0.63, 0.35, 0.51, 0.45, 0.96, 2.40, 3.60, 1.42
1715220, 2.75, 2.89, 1.40, 3.74, 3.45, 2.33, 0.33, 0.33, 0.74, 0.25, 0.55, 0.53, 0.29, 2.53, 0.16, 1.15
1725544, 3.65, 1.32, 1.58, 2.75, 3.34, 2.39, 0.15, 0.15, 0.66, 0.21, 0.42, 0.39, 0.60, 3.81, 0.44, 1.70
1725838, 2.27, 1.64, 1.49, 2.01, 3.81, 2.78, 0.14, 0.14, 0.79, 0.13, 0.38, 0.64, 0.58, 1.85, 3.84, 1.52
1728417, 2.40, 2.03, 2.46, 1.69, 3.82, 2.52, 0.17, 0.17, 0.77, 0.11, 0.55, 0.91, 0.03, 2.82, 5.97, 1.67
1729950, 3.20, 2.12, 1.49, 1.60, 3.63, 2.59, 0.25, 0.25, 0.70, 0.11, 0.49, 0.31, 0.43, 2.99, 0.98, 1.17
1731252, 2.46, 3.71, 2.02, 4.24, 3.45, 1.81, 0.41, 0.41, 0.77, 0.28, 0.71, 0.88, 0.54, 3.29, 5.74, 1.25
1731252, 2.46, 1.85, 2.02, 4.24, 3.45, 2.16, 0.02, 0.02, 0.77, 0.28, 0.48, 1.24, 0.19, 4.85, 5.81, 1.62
1731277, 2.46, 1.57, 1.30, 7.02, 3.02, 2.21, 0.14, 0.14, 0.77, 0.46, 0.35, 0.48, 0.52, 2.62, 0.17, 1.45
1731773, 3.55, 2.17, 2.45, 2.04, 3.47, 2.06, 0.25, 0.25, 0.67, 0.15, 0.66, 0.79, 0.27, 2.71, 4.84, 1.64
1733128, 4.51, 1.63, 2.14, 1.79, 3.24, 1.78, 0.20, 0.20, 0.57, 0.16, 0.62, 0.85, 0.72, 2.70, 0.43, 1.72
1734045, 3.55, 1.68, 1.60, 5.05, 3.01, 1.66, 0.03, 0.03, 0.67, 0.38, 0.47, 0.32, 1.00, 3.37, 2.82, 1.52
1734095, 3.69, 2.36, 1.97, 3.78, 3.18, 1.74, 0.29, 0.29, 0.65, 0.29, 0.63, 0.58, 0.78, 2.35, 5.92, 1.47
1736202, 2.30, 3.04, 1.65, 2.77, 3.70, 2.31, 0.26, 0.26, 0.78, 0.18, 0.57, 0.86, 0.50, 4.80, 5.95, 1.25
1739114, 2.27, 1.37, 1.98, 1.66, 3.86, 2.67, 0.08, 0.08, 0.79, 0.11, 0.40, 0.74, 0.69, 3.84, 5.70, 1.77
1739222, 4.99, 1.47, 1.75, 1.95, 3.08, 1.92, 0.22, 0.22, 0.53, 0.18, 0.58, 0.44, 0.61, 3.11, 0.34, 1.68
1740467, 3.89, 1.95, 2.62, 2.04, 3.38, 1.92, 0.22, 0.22, 0.63, 0.16, 0.68, 0.52, 0.53, 3.70, 4.94, 1.75
1742093, 4.48, 2.76, 1.47, 2.31, 3.17, 1.87, 0.41, 0.41, 0.58, 0.20, 0.69, 0.46, 0.25, 2.90, 0.34, 1.18
1745023, 4.51, 2.74, 1.53, 2.39, 3.15, 1.62, 0.33, 0.33, 0.57, 0.21, 0.70, 0.84, 0.62, 3.47, 5.11, 1.26
1745023, 4.51, 1.27, 1.53, 2.39, 3.15, 2.07, 0.07, 0.07, 0.57, 0.21, 0.46, 0.77, 0.54, 1.56, 0.06, 1.67
1747727, 3.51, 1.39, 1.92, 4.72, 3.08, 1.96, 0.11, 0.11, 0.67, 0.35, 0.47, 0.64, 0.67, 3.71, 5.65, 1.75
1748355, 3.05, 1.58, 2.14, 1.97, 3.62, 2.41, 0.15, 0.15, 0.71, 0.14, 0.49, 0.33, 0.74, 3.16, 5.17, 1.85
1750252, 2.35, 2.66, 1.75, 2.58, 3.71, 2.41, 0.24, 0.24, 0.78, 0.17, 0.53, 1.01, 0.21, 1.09, 5.67, 1.35
1750394, 5.22, 1.79, 1.34, 3.51, 2.74, 1.65, 0.25, 0.25, 0.51, 0.35, 0.58, 0.85, 0.36, 1.41, 3.76, 1.42
1750394, 5.22, 1.32, 1.34, 3.51, 2.74, 1.79, 0.17, 0.17, 0.51, 0.35, 0.50, 0.77, 0.34, 0.47, 4.15, 1.58
1751135, 3.10, 2.07, 1.98, 1.90, 3.61, 1.85, 0.09, 0.09, 0.71, 0.14, 0.54, 1.22, 0.91, 1.60, 6.22, 1.55
1752398, 3.49, 1.96, 2.15, 1.75, 3.53, 2.20, 0.22, 0.22, 0.67, 0.13, 0.58, 0.39, 0.67, 2.97, 1.06, 1.64
1753687, 3.73, 2.87, 1.38, 2.35, 3.38, 2.14, 0.37, 0.37, 0.65, 0.18, 0.62, 0.56, 0.21, 2.16, 0.53, 1.15
1756721, 2.82, 3.22, 2.58, 3.41, 3.48, 1.73, 0.30, 0.30, 0.73, 0.23, 0.75, 1.32, 0.14, 2.41, 4.47, 1.46
1764351, 3.24, 2.43, 3.06, 2.56, 3.48, 1.53, 0.10, 0.10, 0.69, 0.19, 0.75, 1.28, 0.72, 2.79, 1.79, 1.69
1766261, 5.09, 1.26, 1.48, 4.16, 2.66, 1.61, 0.06, 0.06, 0.52, 0.40, 0.50, 0.99, 0.23, 3.07, 0.86, 1.66
1769488, 4.72, 1.78, 1.26, 4.64, 2.70, 1.88, 0.24, 0.24, 0.55, 0.42, 0.52, 0.54, 0.15, 2.53, 4.74, 1.37
1772568, 3.45, 2.75, 1.72, 1.61, 3.56, 2.04, 0.26, 0.26, 0.67, 0.12, 0.63, 1.30, 0.02, 4.97, 6.00, 1.32
1772694, 2.91, 2.02, 1.82, 1.72, 3.69, 2.49, 0.18, 0.18, 0.73, 0.12, 0.50, 0.86, 0.32, 2.10, 0.46, 1.51
1773313, 2.92, 1.60, 1.35, 2.15, 3.63, 2.62, 0.15, 0.15, 0.72, 0.15, 0.39, 0.73, 0.49, 3.75, 1.69, 1.47
1775646, 3.66, 2.69, 1.45, 3.25, 3.27, 2.13, 0.35, 0.35, 0.65, 0.25, 0.60, 0.41, 0.29, 2.57, 5.96, 1.15
1775671, 5.59, 1.52, 2.00, 2.83, 2.73, 1.55, 0.18, 0.18, 0.47, 0.30, 0.70, 0.85, 0.06, 5.38, 0.73, 1.72
1778322, 3.17, 1.31, 1.42, 1.35, 3.67, 2.84, 0.15, 0.15, 0.70, 0.10, 0.37, 0.38, 0.43, 3.48, 5.99, 1.63
1780413, 3.04, 1.42, 1.70, 1.30, 3.71, 2.70, 0.15, 0.15, 0.71, 0.09, 0.42, 0.73, 0.37, 2.80, 0.34, 1.67
1781206, 3.14, 2.51, 2.74, 2.30, 3.55, 1.92, 0.30, 0.30, 0.70, 0.16, 0.71, 0.59, 0.56, 2.51, 0.18, 1.62
1781327, 2.83, 2.29, 1.31, 2.02, 3.67, 2.44, 0.23, 0.23, 0.73, 0.14, 0.47, 0.66, 0.70, 4.68, 0.54, 1.26
